BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS                    ,1,15564,51,717 BEACH 19 STREET,11691,2,0,2,1899,1999,197000,2/10/2017
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,1,6086,95,47 ROSEDALE AVENUE,10312,1,0,1,10165,1985,1055000,6/13/2017
3,FLATBUSH-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,4702,57,299 EAST 54TH STREET,11203,6,0,6,2850,1920,300000,5/25/2017
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,892,80,"104 EAST 37TH STREET, 5B",10016,0,0,0,0,1938,339000,3/3/2017
1,SOHO,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,503,1006,123 SULLIVAN STREET,10012,1,0,1,0,2000,7600000,2/7/2017
3,CROWN HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1140,1207,802 DEAN STREET,11238,1,0,1,0,0,971000,1/23/2017
1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND                  ,4,1270,47,16 WEST 55TH   STREET,10019,6,6,12,2008,1920,0,8/22/2017
4,ASTORIA,10 COOPS - ELEVATOR APARTMENTS             ,2,557,3,"21-15 34TH AVENUE, 3D",11106,0,0,0,0,1950,351977,1/11/2017
4,JAMAICA HILLS,02 TWO FAMILY DWELLINGS                    ,1,9784,34,84-81 160TH   STREET,11432,2,0,2,3000,1930,900000,1/13/2017
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,1837,12,"87-10 51ST AVENUE, 5Y",11373,0,0,0,0,1962,446000,2/1/2017
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5401,7,43-04 147TH STREET,11355,2,0,2,3010,1965,1080000,5/4/2017
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS                    ,1,4657,25,274 EAST 52 STREET,11203,1,0,1,2000,1920,336500,5/26/2017
1,UPPER WEST SIDE (96-116),08 RENTALS - ELEVATOR APARTMENTS           ,2,1859,15,133-135 WEST 104TH STREET,10025,28,0,28,5046,1950,10,1/23/2017
2,MELROSE/CONCOURSE,10 COOPS - ELEVATOR APARTMENTS             ,2,2474,1,"811 WALTON AVENUE, F15",10451,0,0,0,0,1927,0,7/6/2017
1,MIDTOWN WEST,10 COOPS - ELEVATOR APARTMENTS             ,2,1011,52,"150 CENTRAL PARK SOUTH, 701",10019,0,0,0,0,1940,2600000,4/14/2017
3,DOWNTOWN-FULTON MALL,13 CONDOS - ELEVATOR APARTMENTS            ,2,164,1286,189 SCHERMERHORN STREET,11201,1,0,1,0,2007,0,5/1/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1779,67,108-37 39TH   AVENUE,11368,3,0,3,3052,1915,1200000,5/17/2017
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,1,3812,23,56 HEMPSTEAD AVENUE,10306,1,0,1,3812,2006,620000,6/7/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5919,448,"3750 HUDSON MANOR TERRACE, 6AE",10463,0,0,0,0,1954,297950,8/7/2017
5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1680,95,5B LUDWIG LANE,10303,2,0,2,1600,2000,0,5/12/2017
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1227,1,"400 WEST END AVENUE, PHA",10024,0,0,0,0,1931,0,5/3/2017
3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1481,51,851 MADISON STREET,11221,3,0,3,2500,2005,1100000,4/26/2017
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,1,4016,8,315 ISABELLA AVENUE,10306,1,0,1,5500,1960,0,2/7/2017
4,ASTORIA,10 COOPS - ELEVATOR APARTMENTS             ,2,528,50,"33-65 14TH STREET, 10B",11106,0,0,0,0,1958,0,3/27/2017
3,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS             ,2,8804,42,"2800 COYLE STREET, 711",11235,0,0,0,0,1961,228500,2/6/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5909,977,"4525 HENRY HUDSON PARKWAY, B909",10471,0,0,0,0,1953,520000,1/19/2017
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2300,1006,5 ROEBLING STREET,11211,1,0,1,0,2008,1075000,6/7/2017
4,ST. ALBANS,05 TAX CLASS 1 VACANT LAND                 ,1B,12640,45,205TH   STREET,0,0,0,0,2681,0,25100,8/9/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1427,1,"203 EAST 72ND STREET, 27A",10021,0,0,0,0,1966,1810000,5/31/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1372,73,"35 SUTTON PLACE, 9C",10022,0,0,0,0,1960,1720000,8/22/2017
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,1,3267,62,308 MAJOR AVENUE,10305,1,0,1,3930,1950,0,6/28/2017
4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,1,8922,26,87-38 86TH   STREET,11421,2,0,2,2017,1901,720000,7/28/2017
5,ARDEN HEIGHTS,05 TAX CLASS 1 VACANT LAND                 ,1B,5724,110,BILLINGS STREET,0,0,0,0,6000,0,600000,6/14/2017
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,1,309,59,232 ELIZABETH STREET,10310,1,0,1,3960,1965,490000,1/23/2017
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1138,1307,1965 BROADWAY,10023,1,0,1,0,0,1595000,1/30/2017
3,PROSPECT HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1129,1142,550 VANDERBILT AVENUE,11238,1,0,1,0,2015,2204511,4/17/2017
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7418,7,2406 EAST 17TH STREET,11235,2,0,2,2200,1930,738000,1/25/2017
3,WILLIAMSBURG-EAST,02 TWO FAMILY DWELLINGS                    ,1,3049,42,27 MONTROSE AVE,11206,2,1,3,2500,1920,0,2/3/2017
4,HOLLISWOOD,09 COOPS - WALKUP APARTMENTS               ,2,10524,1,"87-10 MARENGO STREET, 2B",11423,0,0,0,0,1950,175000,7/6/2017
3,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,1,3628,16,597 OSBORN,11212,2,0,2,2350,1930,400000,1/5/2017
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1008,1199,150 WEST 56TH   STREET,10019,1,0,1,0,1987,725000,1/12/2017
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS              ,2,2363,1028,17 GADSEN PLACE,10314,1,0,1,0,1974,0,6/15/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1363,43,"400 EAST 52ND STREET, 15GJ",10022,0,0,0,0,1931,1695000,5/18/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1505,69,"1125 FIFTH AVENUE, 15A",10128,0,0,0,0,1925,0,8/14/2017
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS                    ,1,5715,35,40 VINELAND AVENUE,10312,2,0,2,2525,1980,0,7/27/2017
3,BEDFORD STUYVESANT,21 OFFICE BUILDINGS                        ,4,1608,45,1079 LAFAYETTE AVENUE,11221,0,1,1,7500,1952,3250000,7/14/2017
4,ELMHURST,03 THREE FAMILY DWELLINGS                  ,1,1495,61,41-58 76TH STREET,11373,3,0,3,2000,1960,258570,2/27/2017
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS                    ,1,3718,30,1048 STRATFORD AVENUE,10472,2,0,2,2825,1920,332188,2/27/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,14,"325 EAST 79TH STREET, 4C",10075,0,0,0,0,1929,1225000,1/26/2017
2,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,3938,2153,34 METROPOLITAN OVAL,10462,1,0,1,0,0,10,5/1/2017
3,PARK SLOPE,13 CONDOS - ELEVATOR APARTMENTS            ,2,974,1210,354 2 STREET,11215,1,0,1,0,0,980000,7/11/2017
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,11405,1,137-21 WHITELAW STREET,11417,2,0,2,2100,1960,665000,7/24/2017
3,MILL BASIN,03 THREE FAMILY DWELLINGS                  ,1,8595,34,2705 EAST 63RD   STREET,11234,3,0,3,2565,1965,700000,7/17/2017
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS                      ,1A,2401,1318,193A LAMPED LOOP,10314,1,0,1,0,1988,142740,1/19/2017
3,BUSH TERMINAL,02 TWO FAMILY DWELLINGS                    ,1,722,61,233 43 STREET,11232,2,0,2,1669,1915,0,2/7/2017
4,GLENDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,3907,970,"83-75 WOODHAVEN BOULEVARD, LB9",11421,0,0,0,0,1955,185000,5/30/2017
3,MADISON,01 ONE FAMILY DWELLINGS                    ,1,7309,30,1974 HARING STREET,11229,1,0,1,2730,1925,750000,5/4/2017
3,SUNSET PARK,29 COMMERCIAL GARAGES                      ,4,637,1,651 4TH AVENUE,11232,0,1,1,5487,1963,6180000,3/29/2017
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,1,6209,23,205 MOSELY AVENUE,10312,2,0,2,3750,2007,610000,2/7/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16058,12,72-06 ALMEDA AVENUE,11692,2,0,2,3000,1998,442900,8/25/2017
4,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4752,9,20-47 CLINTONVILLE STREET,11357,2,0,2,3588,1980,998000,2/8/2017
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,15972,15,438 BEACH 48 STREET,11691,2,0,2,2473,1960,450000,7/11/2017
4,FLUSHING-NORTH,29 COMMERCIAL GARAGES                      ,4,4950,98,34-48 LINDEN PLACE,11354,0,1,1,6250,1968,3000000,3/28/2017
1,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS            ,2,859,1074,11 EAST 29TH STREET,10016,1,0,1,0,2005,2050000,2/6/2017
3,WINDSOR TERRACE,10 COOPS - ELEVATOR APARTMENTS             ,2,5268,2,"176 SEELEY STREET, E-8",11218,0,0,0,0,1938,799000,8/14/2017
3,BAY RIDGE,05 TAX CLASS 1 VACANT LAND                 ,1B,6064,58,315 90TH STREET,11209,0,0,0,696,0,0,5/22/2017
3,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,1,1074,28,258 GARFIELD PLACE,11215,2,0,2,2000,1901,3350000,5/18/2017
3,DOWNTOWN-FULTON MALL,29 COMMERCIAL GARAGES                      ,4,146,42,418 ALBEE SQUARE,11201,0,0,0,2231,0,0,7/5/2017
4,FLUSHING-NORTH,43 CONDO OFFICE BUILDINGS                  ,4,5066,1212,131-07 40TH ROAD,11354,0,0,1,0,2006,1172939,3/10/2017
2,THROGS NECK,01 ONE FAMILY DWELLINGS                    ,1,5577,38,2865 SAMPSON AVENUE,10465,1,0,1,1900,1945,100,6/14/2017
5,ROSEBANK,02 TWO FAMILY DWELLINGS                    ,1,3075,64,15 FILLMORE PLACE,10305,2,0,2,5050,2004,830000,6/5/2017
4,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,1410,38,98-09 32ND AVENUE,11369,2,0,2,2500,2005,0,5/27/2017
2,WILLIAMSBRIDGE,03 THREE FAMILY DWELLINGS                  ,1,4660,10,3548 HOLLAND AVE,10467,3,0,3,2375,1899,600000,4/19/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,0,5586,1108,940 40TH   STREET,11219,0,0,0,0,0,466440,8/4/2017
1,HARLEM-CENTRAL,31 COMMERCIAL VACANT LAND                  ,4,2050,136,691 ST NICHOLAS AVENUE,10030,0,1,1,15009,1910,3006000,7/11/2017
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,1,4990,84,655 EAST 43RD STREET,11203,2,0,2,1600,1930,720000,7/21/2017
3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,5955,17,1024 76TH STREET,11228,1,0,1,1783,1930,810000,2/17/2017
3,CANARSIE,05 TAX CLASS 1 VACANT LAND                 ,1B,8037,41,AVENUE J,11236,0,0,0,2777,0,300000,8/3/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,30,"246-40 57TH DRIVE, B2-3",11362,0,0,0,0,1953,0,8/29/2017
3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5656,69,1317 52ND STREET,11219,3,0,3,2604,1970,2100000,5/12/2017
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1061,510 EAST 80TH   STREET,10075,1,0,1,0,1986,1100000,2/28/2017
1,MIDTOWN EAST,43 CONDO OFFICE BUILDINGS                  ,4,1360,1050,866 UNITED NATIONS PLAZA,10017,0,0,1,0,1967,0,3/30/2017
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5048,19,"143-40 41 AVENUE, 3B",11355,0,0,0,0,1962,0,2/3/2017
3,CLINTON HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,1902,1,"209 CLINTON AVENUE, 10H",11205,0,0,0,0,1944,710000,8/28/2017
1,FASHION,10 COOPS - ELEVATOR APARTMENTS             ,2,831,20,"1200 BROADWAY, 6E",10001,0,0,0,0,1906,0,7/27/2017
4,ASTORIA,07 RENTALS - WALKUP APARTMENTS             ,2,625,67,30-58 34TH   STREET,11103,36,0,36,7275,1928,20500000,5/19/2017
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1712,103,47 BUFFALO AVENUE,11233,2,1,3,979,1901,0,2/27/2017
2,WOODLAWN,22 STORE BUILDINGS                         ,4,3365,79,63 EAST 233RD STREET,10470,1,1,2,10269,1931,0,4/17/2017
1,TRIBECA,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,0,141,1703,174 DUANE STREET,0,0,0,0,0,0,0,6/26/2017
3,GRAVESEND,02 TWO FAMILY DWELLINGS                    ,1,7095,73,2027 WEST 11TH   STREET,11223,2,0,2,2300,1935,0,3/8/2017
2,BAYCHESTER,02 TWO FAMILY DWELLINGS                    ,1,4977,36,1814 EDENWALD,10466,2,0,2,2500,1930,0,4/14/2017
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,377,22,865 JEWETT AVENUE,10314,1,0,1,4368,1955,0,4/19/2017
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1700,13,32-14 106TH STREET,11369,1,0,1,2000,1910,700000,5/31/2017
3,CYPRESS HILLS,07 RENTALS - WALKUP APARTMENTS             ,2A,4112,43,7 GRANT AVENUE,11208,4,0,4,2500,1915,940000,5/18/2017
3,COBBLE HILL-WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,320,1241,29 TIFFANY PLACE,11231,1,0,1,0,0,1295000,3/16/2017
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,7583,70,1012 EAST 38TH STREET,11210,1,0,1,2000,1925,475000,6/20/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1363,31,"434 EAST 52ND STREET, 9G",10022,0,0,0,0,1930,1620000,6/5/2017
3,CROWN HEIGHTS,22 STORE BUILDINGS                         ,4,1378,55,236 UTICA AVE,11213,4,1,5,1920,1930,2750000,1/4/2017
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1196,29,"225 CENTRAL PARK WEST, 214",10024,0,0,0,0,1926,875000,1/6/2017
5,PLEASANT PLAINS,02 TWO FAMILY DWELLINGS                    ,1,6789,44,176 WOODVALE AVENUE,10309,2,0,2,8182,2003,950000,3/10/2017
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,2113,1,"64-11 99TH STREET, 203",11374,0,0,0,0,1952,385000,5/10/2017
4,CORONA,13 CONDOS - ELEVATOR APARTMENTS            ,2,1941,1031,102-14 LEWIS AVENUE,11368,1,0,1,0,2004,500,6/12/2017
4,RIDGEWOOD,13 CONDOS - ELEVATOR APARTMENTS            ,2,3447,1008,311 SAINT NICHOLAS AVENU,11385,1,0,1,0,1930,525000,2/10/2017
3,CYPRESS HILLS,29 COMMERCIAL GARAGES                      ,4,3673,15,2722 FULTON STREET,11207,0,0,0,2500,0,0,3/16/2017
3,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,7709,46,1612 EAST 37TH STREET,11234,1,0,1,3000,1925,0,4/27/2017
1,HARLEM-CENTRAL,21 OFFICE BUILDINGS                        ,4,1831,61,256 WEST 116 STREET,10026,0,3,3,2125,1910,6800000,4/25/2017
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1320,2142,232 EAST 47TH   STREET,10017,1,0,1,0,1988,0,3/22/2017
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4689,1,3751 PAULDING,10469,2,0,2,1584,1940,0,5/16/2017
4,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8821,18,262-10 86TH AVENUE,11001,1,0,1,4000,1940,0,3/5/2017
1,MURRAY HILL,47 CONDO NON-BUSINESS STORAGE              ,4,862,1284,325 5 AVENUE,10016,0,0,1,0,2005,0,2/24/2017
4,JAMAICA BAY,01 ONE FAMILY DWELLINGS                    ,1,15315,69,45 WEST 11TH   ROAD,11693,1,0,1,2550,1920,331065,3/10/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1334,41,"320 EAST 42ND STREET, 1402",10017,0,0,0,0,1929,330000,3/16/2017
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS                      ,1A,2015,1051,11 COOPER TERRACE,10314,1,0,1,0,1986,330000,2/1/2017
3,FLATLANDS,02 TWO FAMILY DWELLINGS                    ,1,7737,9,5301 AVENUE H,11234,2,0,2,1958,1950,0,1/7/2017
1,GREENWICH VILLAGE-WEST,10 COOPS - ELEVATOR APARTMENTS             ,2,607,38,"100 WEST 12TH STREET, 1D",10011,0,0,0,0,1959,800000,5/25/2017
2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS            ,2,5723,1009,2287 JOHNSON AVENUE,10463,1,0,1,0,1983,614500,1/30/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5186,1428,141-05 CHERRY AVENUE,11355,1,0,1,0,2008,0,1/25/2017
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,848,26,20-23 29TH STREET,11105,1,0,1,3000,1940,0,4/12/2017
5,BULLS HEAD,04 TAX CLASS 1 CONDOS                      ,1A,1495,1105,24A MARC STREET,10314,1,0,1,0,1986,360000,5/19/2017
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,890,20,"132 EAST 35TH STREET, 4B",10016,0,0,0,0,1969,882500,1/11/2017
3,CROWN HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2B,1253,17,738 ST JOHNS PLACE,11213,8,0,8,3506,1931,0,6/30/2017
4,JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,9803,1,89-28 170TH STREET,11432,2,0,2,1005,2014,0,3/31/2017
4,KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,3321,69,"83-15 116TH STREET, 4G",11418,0,0,0,0,1931,335000,8/22/2017
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,880,42,"330 THIRD AVENUE, 6F",10010,0,0,0,0,1964,658000,2/2/2017
3,CONEY ISLAND,02 TWO FAMILY DWELLINGS                    ,1,6996,96,2792 WEST 15TH   STREET,11224,2,0,2,1257,1920,0,8/19/2017
3,BOROUGH PARK,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,0,5685,1503,1430 55TH STREET,11219,0,0,0,0,0,993119,8/31/2017
4,ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,1302,12,40-31 70TH   STREET,11377,2,0,2,2000,1920,0,7/14/2017
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,1,12371,302,170-04 118TH   AVENUE,11434,2,0,2,2600,1930,0,1/17/2017
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,4779,20,826 EAST 49TH STREET,11203,1,0,1,2400,1925,10,2/13/2017
3,WILLIAMSBURG-SOUTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2135,1928,429 KENT AVENUE,11249,1,0,1,0,2009,926607,3/31/2017
1,EAST VILLAGE,17 CONDO COOPS                             ,2,469,1102,"111 THIRD AVENUE, 17K",10003,0,0,0,0,1900,675000,7/17/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5909,977,"4525 HENRY HUDSON PKWY, 602",10471,0,0,0,0,1953,259000,5/3/2017
3,CARROLL GARDENS,02 TWO FAMILY DWELLINGS                    ,1,470,3,461 COURT STREET,11231,2,1,3,1017,1931,1800000,4/25/2017
4,OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11479,25,103-08 PLATTWOOD AVENUE,11417,1,0,1,1947,1925,0,5/12/2017
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8237,37,1333 EAST 91 STREET,11236,2,0,2,3080,1915,315000,3/3/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4382,20,908 ELTON STREET,11208,2,0,2,2650,1930,764000,4/7/2017
1,SOHO,13 CONDOS - ELEVATOR APARTMENTS            ,2,594,2027,15 RENWICK STREET,10013,1,0,1,0,2014,3668754,5/15/2017
4,GLEN OAKS,01 ONE FAMILY DWELLINGS                    ,1,8448,41,266-12 72ND ROAD,11004,1,0,1,6000,1955,0,2/6/2017
4,FAR ROCKAWAY,03 THREE FAMILY DWELLINGS                  ,1,15670,122,1315 DICKENS STREET,11691,3,0,3,6296,1920,285000,4/27/2017
3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,8815,405,3224A EMMONS AVENUE,11235,1,0,1,1841,1925,300000,3/21/2017
4,BAYSIDE,04 TAX CLASS 1 CONDOS                      ,1A,5843,1614,13-28 208TH   PLACE,11360,1,0,1,0,1985,645000,6/8/2017
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12332,113,114-45 168TH STREET,11434,1,0,1,3000,1935,210000,3/27/2017
1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,28,"221 WEST 21ST STREET, 3C",10011,0,0,0,0,1920,670000,3/15/2017
4,OZONE PARK,03 THREE FAMILY DWELLINGS                  ,1,9402,123,97-56 101ST STREET,11416,3,0,3,1912,2006,925000,5/15/2017
3,SHEEPSHEAD BAY,03 THREE FAMILY DWELLINGS                  ,1,7343,43,1117 AVENUE V,11223,3,0,3,2470,1950,0,4/8/2017
1,MANHATTAN VALLEY,08 RENTALS - ELEVATOR APARTMENTS           ,2,1842,55,64 WEST 107 STREET,10025,25,0,25,4920,1940,0,5/10/2017
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1151,1396,555 WEST 59TH STREET,10019,1,0,1,0,2007,1312000,8/2/2017
5,SUNNYSIDE,01 ONE FAMILY DWELLINGS                    ,1,681,233,21 WALTERS AVENUE,10301,1,0,1,4500,1960,0,6/7/2017
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,25,1613,15 WILLIAM STREET,10005,1,0,1,0,2005,1235000,8/28/2017
1,GREENWICH VILLAGE-WEST,17 CONDO COOPS                             ,2,616,1002,"2 HORATIO STREET, 16F",10014,0,0,0,0,1929,700000,3/30/2017
1,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS               ,2,390,55,"199 EAST 7TH   STREET, 2C",10009,0,0,0,0,1935,810000,6/28/2017
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,8491,64,1816 EAST 52ND STREET,11234,1,0,1,3250,1925,500000,6/12/2017
4,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS                    ,1,7685,50,69-19 226TH   STREET,11364,1,0,1,4000,1950,0,3/7/2017
2,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2,2962,30,1429 PROSPECT AVENUE,10459,15,1,16,3093,1905,2950000,2/15/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,69,"1095 PARK AVENUE, 16C",10128,0,0,0,0,1930,6700000,6/15/2017
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,916,23,"245 EAST 35TH STREET, 8G",10016,0,0,0,0,1963,545000,1/26/2017
4,ASTORIA,13 CONDOS - ELEVATOR APARTMENTS            ,2,577,1012,30-44 29TH   STREET,11102,1,0,1,0,0,0,4/26/2017
3,DYKER HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2A,5774,35,6808 13TH AVENUE.,11219,6,0,6,2500,1920,0,3/16/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1405,40,"176 EAST 71ST STREET, 6D",10021,0,0,0,0,1962,0,1/24/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1366,16,"420 EAST 55TH STREET, 10T",10022,0,0,0,0,1956,450000,7/10/2017
4,BAYSIDE,04 TAX CLASS 1 CONDOS                      ,1A,5843,1703,12-26 DIANE PLACE,11360,1,0,1,0,1985,780000,5/18/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,4952,1217,136-21 LATIMER PLACE,11354,1,0,1,0,2013,0,4/10/2017
3,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,7864,35,4004 AVENUE P,11234,1,0,1,4000,1920,831500,4/26/2017
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,7341,7,215-14 46TH AVENUE,11361,1,0,1,1800,1950,0,1/10/2017
4,ASTORIA,02 TWO FAMILY DWELLINGS                    ,1,662,14,28-17 38TH STREET,11103,2,0,2,2375,1910,1350000,3/31/2017
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS                    ,1,6788,52,55 VAIL AVENUE,10309,1,0,1,11700,2015,1500000,5/4/2017
3,BENSONHURST,04 TAX CLASS 1 CONDOS                      ,1A,5574,1011,1542 68TH    STREET,11219,1,0,1,0,2012,560037,1/4/2017
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,6186,71,217-25 36TH AVENUE,11361,1,0,1,3400,1925,770000,6/21/2017
3,GRAVESEND,14 RENTALS - 4-10 UNIT                     ,2A,7098,48,135 AVENUE U,11223,4,1,5,3200,1931,3000000,2/9/2017
3,WILLIAMSBURG-SOUTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2135,1997,429 KENT AVENUE,11249,1,0,1,0,2009,1033523,4/28/2017
4,BRIARWOOD,01 ONE FAMILY DWELLINGS                    ,1,6695,69,83-16 SMEDLEY STREET,11435,1,0,1,5000,1960,850000,7/27/2017
1,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS            ,0,863,1121,172 MADISON AVENUE,10016,0,0,0,0,0,1425550,8/2/2017
